Año 	Mes       	Fuente 	1   	2   	3   	4   	5   	6   	7   	8   	9   	10  	11  	12  	13  	14  	15  	16  	17  	18  	19  	20  	21  	22  	23  	24  	25  	26  	27  	28  	29  	30  	31  	Total
1969	enero     	SENAMHI	0.0 	0.0 	0.2 	3.4 	5.7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.3 	7.2 	5.1 	0.0 	0.0 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5.0 	6.2 	0.3 	9.2 	0.0 	0.0 	0.0 	43.3 
    	febrero   	SENAMHI	0.0 	0.0 	0.0 	4.0 	3.7 	0.0 	2.6 	2.4 	0.0 	0.0 	0.0 	0.0 	6.8 	8.4 	4.1 	0.3 	0.0 	0.0 	4.2 	0.0 	0.0 	0.0 	0.2 	2.4 	9.8 	3.2 	0.0 	0.0 	    	    	    	52.1 
    	marzo     	SENAMHI	0.4 	0.0 	0.0 	3.2 	4.0 	0.0 	0.0 	0.0 	0.0 	0.3 	6.2 	7.1 	5.2 	8.0 	0.0 	0.0 	0.0 	0.2 	0.4 	5.2 	0.0 	0.0 	0.0 	0.3 	0.0 	0.0 	0.0 	0.4 	0.0 	0.4 	0.0 	41.3 
    	mayo      	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 	4.4 	0.0 	0.0 	0.0 	4.3 	0.0 	0.0 	0.2 	0.0 	0.3 	2.6 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	12.3 
    	junio     	SENAMHI	3.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	6.1 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	    	13.7 
    	julio     	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.4 	0.0 	4.4  
    	agosto    	SENAMHI	0.0 	4.1 	0.0 	5.0 	0.0 	0.0 	0.0 	0.0 	0.0 	6.2 	0.0 	0.0 	0.0 	7.1 	0.0 	0.0 	0.0 	0.0 	0.3 	2.2 	0.0 	5.2 	7.5 	0.0 	0.0 	0.0 	0.0 	6.5 	0.4 	8.9 	0.0 	53.4 
    	septiembre	SENAMHI	7.0 	0.0 	0.4 	3.2 	5.1 	0.0 	6.0 	0.0 	0.0 	0.0 	0.0 	3.0 	4.2 	8.2 	11.8	6.6 	0.0 	0.0 	0.0 	0.0 	0.0 	7.0 	0.0 	0.0 	0.0 	0.2 	5.7 	0.0 	0.0 	0.0 	    	68.4 
    	octubre   	SENAMHI	0.0 	8.3 	11.6	0.0 	0.0 	5.3 	0.0 	2.3 	0.0 	0.0 	7.5 	3.3 	10.3	0.2 	0.0 	0.0 	4.0 	0.0 	0.0 	0.0 	3.6 	0.0 	4.0 	3.2 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	63.8 
    	noviembre 	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	5.8 	2.2 	0.0 	0.0 	0.0 	3.9 	2.5 	0.0 	0.0 	2.3 	4.9 	1.8 	0.0 	0.0 	0.0 	3.1 	0.0 	3.4 	4.1 	3.0 	0.0 	0.0 	6.2 	5.1 	7.6 	    	55.9 
